诗编号,作者,卷编号,篇名,题材特征,末句韵部
21169,元稹,卷398_4,酬别致用,7120121,3
21170,元稹,卷398_5,竹部（石首县界）,13813,89
21171,元稹,卷398_6,赛神,3233034,10
21172,元稹,卷398_7,竞舟,1472625,25
21173,元稹,卷398_8,茅舍,214533,80
21174,元稹,卷398_9,后湖,121535,6
21175,元稹,卷398_10,八骏图诗,5120002,50
21176,元稹,卷398_11,画松,3203212,93
21177,元稹,卷398_12,遣兴十首（1）,411012,99
21178,元稹,卷398_12,遣兴十首（2）,111013,43
21179,元稹,卷398_12,遣兴十首（3）,40313,97
21180,元稹,卷398_12,遣兴十首（4）,101010,22
21181,元稹,卷398_12,遣兴十首（5）,111210,16
21182,元稹,卷398_12,遣兴十首（6）,100001,3
21183,元稹,卷398_12,遣兴十首（7）,800111,20
21184,元稹,卷398_12,遣兴十首（8）,1011202,21
21185,元稹,卷398_12,遣兴十首（9）,101020,94
21186,元稹,卷398_12,遣兴十首（10）,1100110,10
21187,元稹,卷398_1,野节鞭,3531202,62
21188,元稹,卷399_1,旱灾自咎，贻七县宰同州时,5644225,10
21189,元稹,卷399_2,虫豸诗•巴蛇（三首）（1）,100002,20
21190,元稹,卷399_2,虫豸诗•巴蛇（三首）（2）,1111,0
21191,元稹,卷399_2,虫豸诗•巴蛇（三首）（3）,2011110,15
21192,元稹,卷399_3,虫豸诗•蛒蜂（三首）（1）,0,0
21193,元稹,卷399_3,虫豸诗•蛒蜂（三首）（2）,1201010,10
21194,元稹,卷399_3,虫豸诗•蛒蜂（三首）（3）,100,5
21195,元稹,卷399_4,虫豸诗•蜘蛛（三首）（1）,10110,19
21196,元稹,卷399_4,虫豸诗•蜘蛛（三首）（2）,1000200,10
21197,元稹,卷399_4,虫豸诗•蜘蛛（三首）（3）,0,3
21198,元稹,卷399_5,虫豸诗•蚁子（三首）（1）,1000001,22
21199,元稹,卷399_5,虫豸诗•蚁子（三首）（2）,110,22
21200,元稹,卷399_5,虫豸诗•蚁子（三首）（3）,0,3
21201,元稹,卷399_6,虫豸诗•蟆子（三首）（1）,0,6
21202,元稹,卷399_6,虫豸诗•蟆子（三首）（2）,0,10
21203,元稹,卷399_6,虫豸诗•蟆子（三首）（3）,1000201,21
21204,元稹,卷399_7,虫豸诗•浮尘子（三首）（1）,0,4
21205,元稹,卷399_7,虫豸诗•浮尘子（三首）（2）,1001000,10
21206,元稹,卷399_7,虫豸诗•浮尘子（三首）（3）,1000,9
21207,元稹,卷399_8,虫豸诗•虻（三首）（1）,1211102,22
21208,元稹,卷399_8,虫豸诗•虻（三首）（2）,102112,11
21209,元稹,卷399_8,虫豸诗•虻（三首）（3）,1110000,24
21210,元稹,卷399_9,楚歌十首（江陵时作）（1）,100000,11
21211,元稹,卷399_9,楚歌十首（江陵时作）（2）,1010100,22
21212,元稹,卷399_9,楚歌十首（江陵时作）（3）,100011,12
21213,元稹,卷399_9,楚歌十首（江陵时作）（4）,1301121,3
21214,元稹,卷399_9,楚歌十首（江陵时作）（5）,1000,12
21215,元稹,卷399_9,楚歌十首（江陵时作）（6）,111020,22
21216,元稹,卷399_9,楚歌十首（江陵时作）（7）,1120,16
21217,元稹,卷399_9,楚歌十首（江陵时作）（8）,1020210,9
21218,元稹,卷399_9,楚歌十首（江陵时作）（9）,102,9
21219,元稹,卷399_9,楚歌十首（江陵时作）（10）,1102221,15
21220,元稹,卷399_10,襄阳道,13323,3
21221,元稹,卷399_11,赋得鱼登龙门（用登字）,1100000,24
21222,元稹,卷399_12,贞元历（是岁秋八月，太上改元永贞，传位今皇帝）,2000010,15
21223,元稹,卷399_13,塞马,1023101,22
21224,元稹,卷399_14,鹿角镇（洞庭湖中地名）,1020301,25
21225,元稹,卷399_15,感事三首（此后并是学士时作）（1）,11,10
21226,元稹,卷399_15,感事三首（此后并是学士时作）（2）,0,12
21227,元稹,卷399_15,感事三首（此后并是学士时作）（3）,0,4
21228,元稹,卷399_16,题翰林东阁前小松,0,21
21229,元稹,卷400_1,清都夜境（自此至《秋夕》，并年十六至十八时诗）,5212110,23
21230,元稹,卷400_2,春晚寄杨十二，兼呈赵八（时杨生馆于赵氏）,2401203,26
21231,元稹,卷400_3,与杨十二、李三早入永寿寺看牡丹,1200012,82
21232,元稹,卷400_4,春馀遣兴,3312304,51
21233,元稹,卷400_5,忆云之,300403,46
21234,元稹,卷400_6,别李三,2112222,98
21235,元稹,卷400_7,秋夕远怀,2202021,22
21236,元稹,卷400_8,东西道,3030010,48
21237,元稹,卷400_9,分流水,111101,33
21238,元稹,卷400_10,西还,1100000,35
21239,元稹,卷400_11,含风夕（此后拾遗时作）,3504232,99
21240,元稹,卷400_12,秋堂夕,4401001,24
21241,元稹,卷400_13,酬乐天（时乐天摄尉，予为拾遗）,411213,3
21242,元稹,卷400_14,杨子华画三首（1）,100010,3
21243,元稹,卷400_14,杨子华画三首（2）,1011010,98
21244,元稹,卷400_14,杨子华画三首（3）,2000000,33
21245,元稹,卷400_15,西州院（东川官舍）,334042,21
21246,元稹,卷400_16,台中鞫狱忆开元观旧事呈损之兼赠周兄四十韵,7678272,14
21247,元稹,卷400_17,韦氏馆与周隐客、杜归和泛舟,2131110,25
21248,元稹,卷400_18,刘氏馆集隐客、归和、子元、及之、子蒙、晦之,1110101,24
21249,元稹,卷400_19,寄隐客,10000,3
21250,元稹,卷400_20,元和五年予官不了罚俸西归三月六日…怆曩游因投五十韵,5985449,62
21251,元稹,卷401_1,寄吴士矩端公五十韵（此后并江陵士曹时作）,5599556,69
21252,元稹,卷401_2,三月二十四日宿曾峰馆，夜对桐花，寄乐天,3903334,98
21253,元稹,卷401_3,酬乐天书怀见寄,3957697,26
21254,元稹,卷401_4,酬乐天登乐游园见忆,1200301,10
21255,元稹,卷401_5,酬乐天早夏见怀,401122,5
21256,元稹,卷401_6,酬乐天劝醉,5130003,19
21257,元稹,卷401_7,和乐天初授户曹喜而言志,211011,11
21258,元稹,卷401_8,和乐天赠吴丹,7121002,48
21259,元稹,卷401_9,和乐天秋题曲江,610403,3
21260,元稹,卷401_10,和乐天别弟后月夜作,320200,13
21261,元稹,卷401_11,和乐天秋题牡丹丛,1021101,101
21262,元稹,卷401_12,春月,4635231,21
21263,元稹,卷401_13,月临花（临檎花）,202011,97
21264,元稹,卷401_14,红芍药,1100001,49
21265,元稹,卷401_15,送王十一南行,1323412,12
21266,元稹,卷401_16,三叹（1）,3110000,22
21267,元稹,卷401_16,三叹（2）,2000011,7
21268,元稹,卷401_16,三叹（3）,1100102,7
21269,元稹,卷401_17,遣昼,1210404,33
21270,元稹,卷401_18,冬夜怀李侍御、王太祝、段丞,5221010,5
21271,元稹,卷401_19,西斋小松二首（1）,102010,19
21272,元稹,卷401_19,西斋小松二首（2）,1000000,33
21273,元稹,卷401_20,周先生,2102111,26
21274,元稹,卷402_1,遣春十首（1）,1302010,0
21275,元稹,卷402_1,遣春十首（2）,1310101,22
21276,元稹,卷402_1,遣春十首（3）,1211112,11
21277,元稹,卷402_1,遣春十首（4）,1101200,89
21278,元稹,卷402_1,遣春十首（5）,200203,20
21279,元稹,卷402_1,遣春十首（6）,300000,19
21280,元稹,卷402_1,遣春十首（7）,210103,33
21281,元稹,卷402_1,遣春十首（8）,1112122,36
21282,元稹,卷402_1,遣春十首（9）,1320104,77
21283,元稹,卷402_1,遣春十首（10）,1111000,35
21284,元稹,卷402_2,表夏十首（1）,1100001,26
21285,元稹,卷402_2,表夏十首（2）,100000,52
21286,元稹,卷402_2,表夏十首（3）,201130,65
21287,元稹,卷402_2,表夏十首（4）,1201010,1
21288,元稹,卷402_2,表夏十首（5）,0,98
21289,元稹,卷402_2,表夏十首（6）,110000,102
21290,元稹,卷402_2,表夏十首（7）,101,46
21291,元稹,卷402_2,表夏十首（8）,200000,6
21292,元稹,卷402_2,表夏十首（9）,12202,50
21293,元稹,卷402_2,表夏十首（10）,1000100,13
21294,元稹,卷402_3,解秋十首（1）,200111,22
21295,元稹,卷402_3,解秋十首（2）,10001,9
21296,元稹,卷402_3,解秋十首（3）,1010200,21
21297,元稹,卷402_3,解秋十首（4）,1100200,19
21298,元稹,卷402_3,解秋十首（5）,101010,11
21299,元稹,卷402_3,解秋十首（6）,210104,90
21300,元稹,卷402_3,解秋十首（7）,300102,98
21301,元稹,卷402_3,解秋十首（8）,401001,25
21302,元稹,卷402_3,解秋十首（9）,0,10
21303,元稹,卷402_3,解秋十首（10）,100100,15
21304,元稹,卷402_4,遣病十首（1）,110,66
21305,元稹,卷402_4,遣病十首（2）,0,82
21306,元稹,卷402_4,遣病十首（3）,10000,97
21307,元稹,卷402_4,遣病十首（4）,1120012,62
21308,元稹,卷402_4,遣病十首（5）,0,36
21309,元稹,卷402_4,遣病十首（6）,1000002,13
21310,元稹,卷402_4,遣病十首（7）,201102,99
21311,元稹,卷402_4,遣病十首（8）,200010,22
21312,元稹,卷402_4,遣病十首（9）,100200,65
21313,元稹,卷402_4,遣病十首（10）,430002,55
21314,元稹,卷402_5,寒,1402,13
21315,元稹,卷402_6,玉泉道中作,122212,21
21316,元稹,卷402_7,遣病（自此通州后作）,4332112,23
21317,元稹,卷402_8,感梦（梦故兵部裴尚书相公）,9997497,33
21318,元稹,卷402_9,和东川李相公慈竹十二韵（次本韵）,4442120,19
21319,元稹,卷403_1,酬东川李相公十六韵（次用本韵）,2402233,12
21320,元稹,卷403_2,酬独孤二十六送归通州,2420111,12
21321,元稹,卷403_3,酬刘猛见送,4102304,17
21322,元稹,卷403_4,酬乐天赴江州路上见寄三首（1）,1035312,97
21323,元稹,卷403_4,酬乐天赴江州路上见寄三首（2）,1241111,65
21324,元稹,卷403_4,酬乐天赴江州路上见寄三首（3）,200000,10
21325,元稹,卷403_5,邮竹,20100,62
21326,元稹,卷403_6,落月,1301111,21
21327,元稹,卷403_7,高荷,2020101,104
21328,元稹,卷403_8,和裴校书鹭鸶飞,101,4
21329,元稹,卷403_9,夜池,101110,98
21330,元稹,卷403_10,酬杨司业十二兄早秋述情见寄,210011,42
21331,元稹,卷403_11,代杭人作使君一朝去二首（1）,200000,25
21332,元稹,卷403_11,代杭人作使君一朝去二首（2）,1000000,99
21333,元稹,卷403_12,长庆历,310030,100
21334,元稹,卷403_13,顺宗至德大圣大安孝皇帝挽歌词三首（左拾遗时作）（1）,110000,16
21335,元稹,卷403_13,顺宗至德大圣大安孝皇帝挽歌词三首（左拾遗时作）（2）,202111,24
21336,元稹,卷403_13,顺宗至德大圣大安孝皇帝挽歌词三首（左拾遗时作）（3）,412041,10
21337,元稹,卷403_14,宪宗章武孝皇帝挽歌词三首（膳部员外时作）（1）,1010010,15
21338,元稹,卷403_14,宪宗章武孝皇帝挽歌词三首（膳部员外时作）（2）,1001110,0
21339,元稹,卷403_14,宪宗章武孝皇帝挽歌词三首（膳部员外时作）（3）,201030,7
21340,元稹,卷403_15,恭王故太妃挽歌词二首（校书郎时作）（1）,302030,3
21341,元稹,卷403_15,恭王故太妃挽歌词二首（校书郎时作）（2）,1013111,14
21342,元稹,卷403_16,哭吕衡州六首（1）,2000101,5
21343,元稹,卷403_16,哭吕衡州六首（2）,1000111,18
21344,元稹,卷403_16,哭吕衡州六首（3）,2102,6
21345,元稹,卷403_16,哭吕衡州六首（4）,1201110,21
21346,元稹,卷403_16,哭吕衡州六首（5）,331410,9
21347,元稹,卷403_16,哭吕衡州六首（6）,1401311,22
21348,元稹,卷403_17,僧如展及韦载同游碧涧寺各赋诗…不复撰成徒以四韵为识,110001,22
21349,元稹,卷403_18,公安县远安寺水亭见展公题壁漂然泪流因书四韵,210001,10
21350,元稹,卷403_19,寒食日毛空路示侄晦及从简,10000,21
21351,元稹,卷403_20,别孙村老人（寒食日）,10000,4
21352,元稹,卷403_21,和乐天刘家花,200002,10
21353,元稹,卷403_22,褒城驿二首（1）,11010,22
21354,元稹,卷403_22,褒城驿二首（2）,100200,10
21355,元稹,卷403_23,和乐天梦亡友刘太白同游二首（1）,200000,25
21356,元稹,卷403_23,和乐天梦亡友刘太白同游二首（2）,10000,25
21357,元稹,卷403_24,酬乐天见忆，兼伤仲远,331213,20
21358,元稹,卷403_25,与乐天同葬杓直,1101,6
21359,元稹,卷404_1,夜闲（此后并悼亡）,411010,22
21360,元稹,卷404_2,感小株夜合,100000,3
21361,元稹,卷404_3,醉醒,10001,22
21362,元稹,卷404_4,追昔游,321113,19
21363,元稹,卷404_5,空屋题（十月十四日夜）,2102020,9
21364,元稹,卷404_6,初寒夜寄卢子蒙,1412131,3
21365,元稹,卷404_7,城外回，谢子蒙见谕,110000,9
21366,元稹,卷404_8,谕子蒙,120103,21
21367,元稹,卷404_9,遣悲怀三首（1）,1012001,8
21368,元稹,卷404_9,遣悲怀三首（2）,320000,9
21369,元稹,卷404_9,遣悲怀三首（3）,1200020,3
21370,元稹,卷404_10,旅眠,0,21
21371,元稹,卷404_11,除夜,202011,15
21372,元稹,卷404_12,感梦,111111,15
21373,元稹,卷404_13,合衣寝,10001,55
21374,元稹,卷404_14,竹簟,100,45
21375,元稹,卷404_15,听庾及之弹乌夜啼引,1900102,62
21376,元稹,卷404_16,梦井,1500023,52
21377,元稹,卷404_17,江陵三梦（1）,1942343,3
21378,元稹,卷404_17,江陵三梦（2）,112222,22
21379,元稹,卷404_17,江陵三梦（3）,110101,9
21380,元稹,卷404_18,张旧蚊帱,1312123,62
21381,元稹,卷404_19,独夜伤怀赠呈张侍御（张生近丧妻）,101100,22
21382,元稹,卷404_20,六年春遣怀八首（1）,1100000,1
21383,元稹,卷404_20,六年春遣怀八首（2）,11101,21
21384,元稹,卷404_20,六年春遣怀八首（3）,310000,25
21385,元稹,卷404_20,六年春遣怀八首（4）,10000,22
21386,元稹,卷404_20,六年春遣怀八首（5）,100000,11
21387,元稹,卷404_20,六年春遣怀八首（6）,1000000,7
21388,元稹,卷404_20,六年春遣怀八首（7）,100001,15
21389,元稹,卷404_20,六年春遣怀八首（8）,100010,19
21390,元稹,卷404_21,答友封见赠,0,0
21391,元稹,卷404_22,梦成之,220301,22
21392,元稹,卷404_23,哭小女降真,200000,22
21393,元稹,卷404_24,哭女樊,201010,22
21394,元稹,卷404_25,哭女樊四十韵（虢州长史时作）,3883463,22
21395,元稹,卷404_26,哭子十首（翰林学士时作）（1）,100,12
21396,元稹,卷404_26,哭子十首（翰林学士时作）（2）,10000,10
21397,元稹,卷404_26,哭子十首（翰林学士时作）（3）,200010,3
21398,元稹,卷404_26,哭子十首（翰林学士时作）（4）,110001,6
21399,元稹,卷404_26,哭子十首（翰林学士时作）（5）,100000,22
21400,元稹,卷404_26,哭子十首（翰林学士时作）（6）,0,12
21401,元稹,卷404_26,哭子十首（翰林学士时作）（7）,0,25
21402,元稹,卷404_26,哭子十首（翰林学士时作）（8）,0,22
21403,元稹,卷404_26,哭子十首（翰林学士时作）（9）,401010,6
21404,元稹,卷404_26,哭子十首（翰林学士时作）（10）,101201,7
21405,元稹,卷404_27,感逝（浙东）,500100,0
21406,元稹,卷404_28,妻满月日相唁,412031,3
21407,元稹,卷405_1,代曲江老人百韵（年十六时作）,9999999,10
21408,元稹,卷405_2,开元观闲居，酬吴士矩侍御三十韵（十八时作）,7444515,28
21409,元稹,卷405_3,病减逢春，期白二十二、辛大不至十韵,3313110,22
21410,元稹,卷405_4,黄明府诗,241112,22
21411,元稹,卷405_5,酬翰林白学士代书一百韵（此后江陵时作）,9999899,3
21412,元稹,卷406_1,纪怀，赠李六户曹、崔二十功曹五十韵,9877646,24
21413,元稹,卷406_2,答姨兄胡灵之见寄五十韵,4999796,22
21414,元稹,卷406_3,酬许五康佐（次用本韵）,632531,25
21415,元稹,卷406_4,送崔侍御之岭南二十韵,3121534,29
21416,元稹,卷406_5,酬段丞与诸棋流会宿弊居见赠二十四韵（次用本韵）,3226222,3
21417,元稹,卷406_6,酬窦校书二十韵（次本韵）,1812433,15
21418,元稹,卷406_7,泛江玩月十二韵,3422322,2
21419,元稹,卷406_8,痁卧闻幕中诸公征乐会饮，因有戏呈三十韵,4623344,106
21420,元稹,卷406_9,酬友封话旧叙怀十二韵（依次重用为韵）,1512161,4
21421,元稹,卷406_10,送王协律游杭越十韵,435442,7
21422,元稹,卷406_11,送东川马逢侍御使回十韵,211222,18
21423,元稹,卷407_1,酬卢秘书,3732625,9
21424,元稹,卷407_2,见人咏韩舍人新律诗，因有戏赠,2601011,15
21425,元稹,卷407_3,奉和权相公行次临阙驿逢郑仆射相公归…赠诗十四韵,2257221,6
21426,元稹,卷407_4,酬乐天东南行诗一百韵,9996999,6
21427,元稹,卷407_5,和乐天送客游岭南二十韵（次用本韵）,2543424,10
21428,元稹,卷407_6,献荥阳公诗五十韵,8736335,15
21429,元稹,卷408_1,酬乐天江楼夜吟稹诗，因成三十韵（次用本韵）,6423523,15
21430,元稹,卷408_2,酬乐天待漏入阁见赠（时乐天为中书舍人予任翰林士）,4223324,14
21431,元稹,卷408_3,酬乐天早春闲游西湖颇多野趣…亦欲粗为恬养之赠耳,4433414,10
21432,元稹,卷408_4,江边四十韵（此后并江陵时作）,3644438,17
21433,元稹,卷408_5,春六十韵,9969878,0
21434,元稹,卷408_31,月三十韵,2541302,4
21435,元稹,卷408_32,饮致用神麹酒三十韵,5553543,23
21436,元稹,卷408_33,感石榴二十韵,3402134,20
21437,元稹,卷408_34,度门寺,6233232,0
21438,元稹,卷408_35,大云寺二十韵,5454433,11
21439,元稹,卷408_36,和友封题开善寺十韵（依次重用本韵）,411111,16
21440,元稹,卷409_1,牡丹二首（此后并是校书郎以前作）（1）,210000,10
21441,元稹,卷409_1,牡丹二首（此后并是校书郎以前作）（2）,1000000,13
21442,元稹,卷409_2,象人,100010,10
21443,元稹,卷409_3,与杨十二巨源、卢十九经济同游大安亭各赋…探得松石,1101030,1
21444,元稹,卷409_4,赋得春雪映早梅,213102,9
21445,元稹,卷409_5,赋得玉卮无当（韵取卮字）,11120,3
21446,元稹,卷409_6,赋得数蓂（元和中作）,101010,23
21447,元稹,卷409_7,赋得九月尽（秋字）,2200000,25
21448,元稹,卷409_8,赋得雨后花,200101,3
21449,元稹,卷409_9,早归,211204,4
21450,元稹,卷409_10,晚秋,521211,22
21451,元稹,卷409_11,送林复梦赴韦令辟,1010021,6
21452,元稹,卷409_12,忆杨十二,402202,3
21453,元稹,卷409_13,夜合,1100010,21
21454,元稹,卷409_14,新竹,0,0
21455,元稹,卷409_15,秋相望,1301020,26
21456,元稹,卷409_16,春病,1312122,26
21457,元稹,卷409_17,山竹枝（自化感寺携来，至清源，投之辋川耳）,2011302,9
21458,元稹,卷409_18,悟禅三首寄胡果（1）,101010,21
21459,元稹,卷409_18,悟禅三首寄胡果（2）,10000,15
21460,元稹,卷409_18,悟禅三首寄胡果（3）,2101202,26
21461,元稹,卷409_19,东台去,2112,12
21462,元稹,卷409_20,戴光弓（韦评事见赠也）,1111010,22
21463,元稹,卷409_21,刘颇诗,2011000,10
21464,元稹,卷409_22,夜饮,222202,22
21465,元稹,卷409_23,褒城驿（军大夫严秦修）,201121,3
21466,元稹,卷409_24,闲二首（1）,110201,0
21467,元稹,卷409_24,闲二首（2）,311200,25
21468,元稹,卷409_25,欲曙,324120,25
21469,元稹,卷409_26,寄胡灵之,323121,15
21470,元稹,卷409_27,夜雨,100302,5
21471,元稹,卷409_28,酬李六醉后见寄口号（用本韵）,1021002,3
21472,元稹,卷409_29,归田（时三十七）,101102,12
21473,元稹,卷409_30,缘路,102,7
21474,元稹,卷409_31,诮卢戡与予数约游三寺，戡独沉醉而不行,110101,7
21475,元稹,卷409_32,遣春三首（1）,110204,15
21476,元稹,卷409_32,遣春三首（2）,211103,13
21477,元稹,卷409_32,遣春三首（3）,311103,21
21478,元稹,卷409_33,岁日,0,0
21479,元稹,卷409_34,湘南登临湘楼,611001,21
21480,元稹,卷409_35,晚宴湘亭,1310011,21
21481,元稹,卷409_36,酒醒,300101,13
21482,元稹,卷410_1,独游,221103,22
21483,元稹,卷410_2,洞庭湖,1101,19
21484,元稹,卷410_3,雪天,1411110,3
21485,元稹,卷410_4,赠熊士登,200102,10
21486,元稹,卷410_5,别岭南熊判官,2330101,22
21487,元稹,卷410_6,水上寄乐天,748542,25
21488,元稹,卷410_7,夏阳亭临望，寄河阳侍御尧,1000101,21
21489,元稹,卷410_8,日高睡,111101,21
21490,元稹,卷410_9,辋川,1202,25
21491,元稹,卷410_10,天坛归,111012,20
21492,元稹,卷410_11,雨后,200100,22
21493,元稹,卷410_12,晴日,0,3
21494,元稹,卷410_13,直台,1010001,15
21495,元稹,卷410_14,行宫（一作王建诗）,1410031,1
21496,元稹,卷410_15,醉行,100000,7
21497,元稹,卷410_16,指巡胡,11001,6
21498,元稹,卷410_17,饮新酒,310103,25
21499,元稹,卷410_18,香球,100000,16
21500,元稹,卷410_19,景申秋八首（1）,320000,22
21501,元稹,卷410_19,景申秋八首（2）,400000,4
21502,元稹,卷410_19,景申秋八首（3）,200000,12
21503,元稹,卷410_19,景申秋八首（4）,411010,0
21504,元稹,卷410_19,景申秋八首（5）,10001,5
21505,元稹,卷410_19,景申秋八首（6）,210122,21
21506,元稹,卷410_19,景申秋八首（7）,401123,20
21507,元稹,卷410_19,景申秋八首（8）,1011010,5
21508,元稹,卷410_20,遣行十首（1）,330100,21
21509,元稹,卷410_20,遣行十首（2）,210100,21
21510,元稹,卷410_20,遣行十首（3）,320204,21
21511,元稹,卷410_20,遣行十首（4）,230100,21
21512,元稹,卷410_20,遣行十首（5）,332110,21
21513,元稹,卷410_20,遣行十首（6）,1622516,21
21514,元稹,卷410_20,遣行十首（7）,433131,21
21515,元稹,卷410_20,遣行十首（8）,211201,21
21516,元稹,卷410_20,遣行十首（9）,1123111,21
21517,元稹,卷410_20,遣行十首（10）,2112202,21
21518,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（1）,201101,0
21519,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（2）,412110,0
21520,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（3）,1201101,0
21521,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（4）,1523020,0
21522,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（5）,2401101,0
21523,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（6）,320300,0
21524,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（7）,200001,0
21525,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（8）,1201000,0
21526,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（9）,401000,0
21527,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（10）,202201,0
21528,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（11）,400402,0
21529,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（12）,501203,0
21530,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（13）,400100,0
21531,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（14）,410002,0
21532,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（15）,500001,0
21533,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（16）,300101,0
21534,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（17）,1401101,0
21535,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（18）,1200000,0
21536,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（19）,312100,0
21537,元稹,卷410_21,生春二十首（丁酉岁。凡二十章）（20）,1501101,0
21538,元稹,卷410_22,嘉陵水,101,6
21539,元稹,卷410_23,漫天岭赠僧,0,15
21540,元稹,卷410_24,百牢关,11000,14
21541,元稹,卷410_25,二月十九日酬王十八全素（此后有酬和并次用本韵）,0,15
21542,元稹,卷410_26,荥阳郑公以稹寓居严茅有池塘之胜寄诗四首因有意献,110,19
21543,元稹,卷410_27,酬乐天寄蕲州簟,1200101,10
21544,元稹,卷410_28,酬李浙西先因从事见寄之作,2101010,16
21545,元稹,卷410_29,酬周从事望海亭见寄,21202,19
21546,元稹,卷410_30,代杭民答乐天,132121,15
21547,元稹,卷411_1,杏园（此后并校书郎已前诗）,210001,10
21548,元稹,卷411_2,菊花,501207,20
21549,元稹,卷411_3,酬哥舒大少府寄同年科第,310001,21
21550,元稹,卷411_4,幽栖,314121,14
21551,元稹,卷411_5,清都春霁，寄胡三、吴十一,2701012,21
21552,元稹,卷411_6,华岳寺,1424304,14
21553,元稹,卷411_7,天坛上境,3000001,13
21554,元稹,卷411_8,寻西明寺僧不在,110101,26
21555,元稹,卷411_9,与吴侍御春游,1200011,11
21556,元稹,卷411_10,晚春,300002,10
21557,元稹,卷411_11,先醉,310012,22
21558,元稹,卷411_12,独醉,210001,10
21559,元稹,卷411_13,宿醉,300001,25
21560,元稹,卷411_14,惧醉（答卢子蒙）,1200101,13
21561,元稹,卷411_15,羡醉,311000,15
21562,元稹,卷411_16,忆醉,41001,3
21563,元稹,卷411_17,病醉（戏作吴吟，赠卢十九经济张三十四弘辛丈丘度）,1020002,3
21564,元稹,卷411_18,拟醉（自此至《狂醉》，皆是夕所赋）,232021,9
21565,元稹,卷411_19,劝醉,210002,16
21566,元稹,卷411_20,任醉,110001,9
21567,元稹,卷411_21,同醉（吕子元、庾及之、杜归和同隐客泛韦氏池）,1201112,10
21568,元稹,卷411_22,狂醉,111010,10
21569,元稹,卷411_23,伴僧行,1410002,21
21570,元稹,卷411_24,古寺,400204,20
21571,元稹,卷411_25,定僧,310003,20
21572,元稹,卷411_26,观心处,0,10
21573,元稹,卷411_27,智度师二首（1）,10011,4
21574,元稹,卷411_27,智度师二首（2）,10000,4
21575,元稹,卷411_28,西明寺牡丹,100001,22
21576,元稹,卷411_29,忆杨十二,310001,10
21577,元稹,卷411_30,送复梦赴韦令幕,10001,10
21578,元稹,卷411_31,送刘太白（太白居从善坊）,1100000,16
21579,元稹,卷411_32,奉诚园（马司徒旧宅）,100011,12
21580,元稹,卷411_33,与太白同之东洛至栎阳太白染疾驻行…雪后望山,1012101,12
21581,元稹,卷411_34,野狐泉柳林,301000,7
21582,元稹,卷411_35,酬胡三凭人问牡丹,1201001,13
21583,元稹,卷411_36,酬乐天秋兴见赠…莫怪独吟秋兴苦比君校近二毛年,300010,3
21584,元稹,卷412_1,雪后宿同轨店，上法护寺钟楼望月,215212,0
21585,元稹,卷412_2,陪韦尚书丈归履信宅，因赠韦氏兄弟,100000,5
21586,元稹,卷412_3,永贞二年正月二日上御丹凤楼赦天下…不及盛观,321100,25
21587,元稹,卷412_4,韦居守晚岁常言退休之志因署其居曰大隐洞…因赠绝句,1102,12
21588,元稹,卷412_5,赠李十二牡丹花片，因以饯行,1110001,0
21589,元稹,卷412_6,题李十一修行里居壁,212223,14
21590,元稹,卷412_7,靖安穷居,2,12
21591,元稹,卷412_8,赠乐天,11000,26
21592,元稹,卷412_9,使东川•骆口驿二首（1）,40010,3
21593,元稹,卷412_9,使东川•骆口驿二首（2）,101011,11
21594,元稹,卷412_10,使东川•清明日,11110,22
21595,元稹,卷412_11,使东川•亚枝红,1001201,0
21596,元稹,卷412_12,使东川•梁州梦,110100,25
21597,元稹,卷412_13,使东川•南秦雪,1212020,10
21598,元稹,卷412_14,使东川•江楼月,1424321,0
21599,元稹,卷412_15,使东川•惭问囚,122121,25
21600,元稹,卷412_16,使东川•江上行,1011310,21
21601,元稹,卷412_17,使东川•汉江上笛,324120,25
21602,元稹,卷412_18,使东川•邮亭月,212111,21
21603,元稹,卷412_19,使东川•嘉陵驿二首（篇末有怀）（1）,202323,22
21604,元稹,卷412_19,使东川•嘉陵驿二首（篇末有怀）（2）,201031,21
21605,元稹,卷412_20,使东川•百牢关（奉使推小吏任敬仲）,12301,14
21606,元稹,卷412_21,使东川•江花落,200503,0
21607,元稹,卷412_22,使东川•嘉陵江二首（1）,211331,2
